x,y,z,v_x,v_y,v_z,|U|,acc,rho,pressure
-0.0192328, -0.0182015, 0.0275201, -0.0184401, -0.0186541, -0.0982029, 0.101646, 10.1419, 1525.25, 0
-0.019229, -0.0181981, 0.0285253, -0.0181485, -0.018351, -0.09726, 0.100626, 10.1086, 1526.09, 0
-0.019225, -0.0181944, 0.0295303, -0.0178103, -0.0180027, -0.0963808, 0.0996523, 10.0758, 1526.96, 0
-0.0192208, -0.0181905, 0.0305349, -0.0174327, -0.0176163, -0.0955635, 0.0987249, 10.0464, 1527.84, 0
-0.0192163, -0.0181865, 0.0315394, -0.0170223, -0.0171981, -0.0948058, 0.0978451, 10.0231, 1528.73, 0
-0.0192119, -0.0181822, 0.0325436, -0.0165845, -0.0167539, -0.0941057, 0.0970135, 10.0083, 1529.62, 0
-0.0192071, -0.0181776, 0.0335476, -0.0161251, -0.0162884, -0.0934637, 0.0962331, 10.0042, 1530.5, 0
-0.0192022, -0.0181731, 0.0345514, -0.0156483, -0.0158054, -0.0928826, 0.0955084, 10.0112, 1531.37, 0
-0.0191971, -0.0181683, 0.0355549, -0.015158, -0.0153073, -0.0923697, 0.0948485, 10.027, 1532.23, 0
-0.019192, -0.0181633, 0.0365582, -0.0146569, -0.0147939, -0.0919355, 0.0942646, 10.046, 1533.08, 0
-0.019187, -0.0181585, 0.0375612, -0.0141454, -0.0142586, -0.0915926, 0.0937689, 10.0579, 1533.91, 0
-0.0191818, -0.0181535, 0.0385638, -0.0136199, -0.0136881, -0.0913521, 0.0933707, 10.0478, 1534.72, 0
-0.0191768, -0.0181485, 0.039566, -0.0130787, -0.0130834, -0.0912128, 0.0930699, 10.0054, 1535.5, 0
-0.0191716, -0.0181433, 0.0405677, -0.0125368, -0.0125026, -0.0911538, 0.0928574, 9.94582, 1536.23, 0
-0.0191666, -0.0181383, 0.041569, -0.0120169, -0.0120326, -0.0911456, 0.0927185, 9.87364, 1536.91, 0
-0.0191617, -0.0181339, 0.0425701, -0.0115287, -0.0116229, -0.0911439, 0.0926024, 9.90725, 1537.54, 0
-0.0191569, -0.0181291, 0.043571, -0.0110825, -0.0112029, -0.0911282, 0.0924807, 9.86443, 1538.11, 0
-0.0191522, -0.0181246, 0.0445719, -0.0106301, -0.0106727, -0.0910012, 0.0922395, 9.9617, 1538.65, 0
-0.0191476, -0.0181201, 0.0455726, -0.0101337, -0.0101645, -0.0907911, 0.0919187, 10.0458, 1539.16, 0
-0.019143, -0.0181156, 0.0465729, -0.00963239, -0.0096615, -0.090673, 0.0916936, 9.97387, 1539.64, 0
-0.0191385, -0.0181116, 0.047573, -0.00915742, -0.00909459, -0.0905767, 0.0914916, 9.92266, 1540.11, 0
-0.0191351, -0.0181081, 0.0485729, -0.00877041, -0.00867784, -0.0904906, 0.0913278, 9.88979, 1540.58, 0
-0.0191317, -0.0181044, 0.0495728, -0.0084002, -0.00833612, -0.0904072, 0.0911785, 9.85618, 1541.04, 0
-0.0191272, -0.0181006, 0.0505726, -0.00796862, -0.00795348, -0.0903271, 0.0910261, 9.79396, 1541.5, 0
-0.0191227, -0.0180964, 0.0515728, -0.00754655, -0.00750904, -0.0902403, 0.0908661, 9.7437, 1541.96, 0
-0.0191183, -0.0180921, 0.052573, -0.00713372, -0.00707542, -0.0901367, 0.0906949, 9.74442, 1542.41, 0
-0.0191143, -0.0180881, 0.0535732, -0.00669875, -0.00673263, -0.0900301, 0.0905297, 9.74792, 1542.85, 0
-0.0191103, -0.0180843, 0.0545733, -0.00631203, -0.00653711, -0.0899529, 0.0904107, 9.67096, 1543.28, 0
-0.0191066, -0.0180809, 0.0555733, -0.00604628, -0.00625998, -0.0898696, 0.09029, 9.55764, 1543.7, 0
-0.019103, -0.0180773, 0.0565737, -0.0058549, -0.00583662, -0.0897028, 0.090083, 9.49397, 1544.12, 0
-0.0190998, -0.0180743, 0.0575742, -0.00576828, -0.00563813, -0.0894021, 0.0897652, 9.52155, 1544.54, 0
-0.0190966, -0.018072, 0.0585745, -0.00557494, -0.00607704, -0.0893516, 0.0897313, 9.52579, 1544.96, 0
-0.0190935, -0.0180697, 0.0595748, -0.00540667, -0.00622032, -0.0895244, 0.089903, 9.56075, 1545.35, 0
-0.0190909, -0.0180677, 0.0605759, -0.00544181, -0.0061109, -0.0893787, 0.0897525, 9.69452, 1545.72, 0
-0.0190885, -0.0180661, 0.061577, -0.00544383, -0.00601, -0.0891497, 0.0895177, 9.60321, 1546.07, 0
-0.0190865, -0.0180637, 0.062578, -0.00554813, -0.00578912, -0.0889195, 0.0892803, 9.58279, 1546.42, 0
-0.0190846, -0.0180613, 0.0635795, -0.00569357, -0.00578647, -0.0885645, 0.0889358, 9.7337, 1546.79, 0
-0.019082, -0.0180595, 0.0645809, -0.00549024, -0.00561225, -0.0881771, 0.0885259, 9.88453, 1547.19, 0
-0.0190793, -0.0180571, 0.0655819, -0.00519988, -0.00533314, -0.0878709, 0.0881861, 9.93505, 1547.61, 0
-0.019077, -0.0180546, 0.0665831, -0.00504945, -0.00510074, -0.0875959, 0.0878895, 9.97038, 1548.04, 0
-0.019075, -0.0180525, 0.0675841, -0.00498846, -0.00496699, -0.0873291, 0.0876123, 10.02, 1548.48, 0
-0.0190729, -0.0180505, 0.0685848, -0.00494978, -0.00489263, -0.0870923, 0.0873699, 10.0874, 1548.93, 0
-0.0190706, -0.0180484, 0.0695853, -0.00490741, -0.00481282, -0.0868973, 0.0871687, 10.1467, 1549.39, 0
-0.0190683, -0.0180463, 0.0705857, -0.00486878, -0.00477483, -0.0867407, 0.0870084, 10.1501, 1549.86, 0
-0.0190663, -0.0180446, 0.0715859, -0.00481196, -0.00473235, -0.0866195, 0.0868821, 10.0897, 1550.33, 0
-0.019064, -0.0180426, 0.0725861, -0.00467075, -0.00462952, -0.0865353, 0.0867848, 10.0041, 1550.79, 0
-0.0190618, -0.0180405, 0.0735865, -0.00448331, -0.00448687, -0.0864702, 0.0867025, 9.96089, 1551.24, 0
-0.0190596, -0.0180389, 0.0745873, -0.00424609, -0.00430572, -0.0863992, 0.0866106, 9.80159, 1551.67, 0
-0.0190574, -0.0180371, 0.0755884, -0.00389118, -0.00418349, -0.0863319, 0.0865208, 9.55518, 1552.07, 0
-0.0190554, -0.0180354, 0.07659, -0.00374178, -0.00422409, -0.0864195, 0.0866036, 9.43657, 1552.42, 0
-0.0190533, -0.0180333, 0.0775927, -0.00345279, -0.00390758, -0.0864062, 0.0865634, 9.48649, 1552.76, 0
-0.0190518, -0.0180329, 0.0785968, -0.00305995, -0.00373095, -0.0861128, 0.0862479, 9.62467, 1553.1, 0
-0.0190504, -0.0180325, 0.0796014, -0.00282273, -0.00338674, -0.0857336, 0.0858469, 9.7432, 1553.44, 0
-0.0190505, -0.0180317, 0.0806064, -0.00256937, -0.00287124, -0.0853914, 0.0854783, 9.78782, 1553.77, 0
-0.0190503, -0.0180318, 0.0816119, -0.00232122, -0.00248164, -0.0851322, 0.0852, 9.79346, 1554.09, 0
-0.0190496, -0.0180322, 0.0826165, -0.00214457, -0.00224952, -0.084937, 0.0849938, 9.80457, 1554.38, 0
-0.0190498, -0.0180323, 0.0836193, -0.00204893, -0.00212849, -0.0847816, 0.0848331, 9.82621, 1554.66, 0
-0.0190496, -0.0180316, 0.0846209, -0.00201288, -0.00207062, -0.0846532, 0.0847025, 9.85043, 1554.9, 0
-0.01905, -0.0180315, 0.0856217, -0.0020128, -0.00204886, -0.0845526, 0.0846014, 9.87155, 1555.12, 0
-0.0190502, -0.018032, 0.0866218, -0.00203438, -0.00205339, -0.0844861, 0.0845355, 9.88735, 1555.29, 0
-0.0190522, -0.0180332, 0.0876218, -0.00207287, -0.00208475, -0.0844564, 0.0845076, 9.89752, 1555.42, 0
-0.0190484, -0.0180341, 0.0886329, -0.0021293, -0.0021482, -0.0844608, 0.0845149, 9.90092, 1555.5, 0
-0.0191848, -0.0171444, 0.0103428, -0.0163059, -0.0162797, -0.111616, 0.113969, 9.6845, 1523.92, 0
-0.0191986, -0.0171459, 0.0113647, -0.0160734, -0.0160364, -0.111573, 0.11386, 9.68744, 1523.7, 0
-0.0192132, -0.0171527, 0.0123725, -0.0158942, -0.0159026, -0.111499, 0.113743, 9.69015, 1523.39, 0
-0.0192214, -0.0171624, 0.0133815, -0.0158599, -0.0159343, -0.111348, 0.113595, 9.70129, 1523.01, 0
-0.0192304, -0.0171725, 0.0143919, -0.0159995, -0.016145, -0.111078, 0.11338, 9.7266, 1522.59, 0
-0.0192393, -0.0171823, 0.0154032, -0.0162964, -0.0165088, -0.110662, 0.113067, 9.76844, 1522.16, 0
-0.0192474, -0.017191, 0.0164149, -0.0167051, -0.0169764, -0.110083, 0.11263, 9.82536, 1521.76, 0
-0.0192543, -0.0171983, 0.0174268, -0.0171694, -0.0174891, -0.109344, 0.112057, 9.89204, 1521.42, 0
-0.0192594, -0.0172046, 0.0184385, -0.0176365, -0.0179918, -0.10846, 0.111348, 9.96176, 1521.19, 0
-0.0192631, -0.0172091, 0.0194499, -0.0180624, -0.018441, -0.107459, 0.110516, 10.0279, 1521.08, 0
-0.0192653, -0.017211, 0.0204607, -0.0184169, -0.0188077, -0.106372, 0.109581, 10.0848, 1521.1, 0
-0.0192657, -0.0172111, 0.0214709, -0.0186836, -0.0190756, -0.105231, 0.108566, 10.1291, 1521.27, 0
-0.0192649, -0.0172104, 0.0224803, -0.0188551, -0.0192392, -0.104066, 0.107496, 10.1588, 1521.57, 0
-0.0192631, -0.0172089, 0.0234891, -0.0189318, -0.0193007, -0.102904, 0.106396, 10.1739, 1522.01, 0
-0.0192606, -0.0172067, 0.0244971, -0.0189191, -0.0192677, -0.101766, 0.105287, 10.1757, 1522.56, 0
-0.0192577, -0.0172041, 0.0255044, -0.0188243, -0.0191501, -0.100667, 0.104187, 10.1661, 1523.21, 0
-0.0192539, -0.017201, 0.0265112, -0.0186575, -0.0189585, -0.0996183, 0.103108, 10.1479, 1523.94, 0
-0.0192508, -0.0171977, 0.0275176, -0.0184248, -0.0187036, -0.0986268, 0.102061, 10.1238, 1524.74, 0
-0.0192463, -0.0171942, 0.0285235, -0.0181374, -0.0183946, -0.097696, 0.101054, 10.0968, 1525.58, 0
-0.0192424, -0.0171905, 0.0295291, -0.0178008, -0.0180404, -0.0968263, 0.100088, 10.0697, 1526.46, 0
-0.0192378, -0.0171867, 0.0305345, -0.0174238, -0.0176485, -0.0960173, 0.0991685, 10.0451, 1527.35, 0
-0.0192328, -0.0171826, 0.0315396, -0.0170132, -0.0172254, -0.0952671, 0.0982954, 10.0259, 1528.25, 0
-0.0192281, -0.0171782, 0.0325444, -0.016575, -0.016777, -0.0945742, 0.0974704, 10.0143, 1529.15, 0
-0.0192233, -0.0171736, 0.033549, -0.016115, -0.0163074, -0.0939392, 0.0966964, 10.0127, 1530.05, 0
-0.0192181, -0.0171687, 0.0345534, -0.015638, -0.0158193, -0.0933654, 0.0959786, 10.0211, 1530.94, 0
-0.0192127, -0.017164, 0.0355576, -0.0151472, -0.0153135, -0.0928599, 0.0953252, 10.0369, 1531.81, 0
-0.0192075, -0.0171589, 0.0365615, -0.0146441, -0.0147882, -0.0924343, 0.0947483, 10.0516, 1532.67, 0
-0.0192024, -0.0171538, 0.0375651, -0.0141263, -0.014237, -0.092102, 0.0942604, 10.0499, 1533.51, 0
-0.0191969, -0.0171485, 0.0385683, -0.0135855, -0.0136528, -0.0918725, 0.0938697, 10.0115, 1534.33, 0
-0.0191914, -0.0171432, 0.039571, -0.0130136, -0.0130487, -0.0917388, 0.0935716, 9.92966, 1535.12, 0
-0.019186, -0.0171381, 0.0405733, -0.0124444, -0.0124889, -0.0916642, 0.0933443, 9.85245, 1535.86, 0
-0.0191808, -0.0171331, 0.0415752, -0.0118774, -0.0120355, -0.0915936, 0.0931413, 9.84838, 1536.55, 0
-0.0191758, -0.0171283, 0.0425768, -0.011398, -0.0115459, -0.0914199, 0.0928484, 9.71666, 1537.19, 0.136015
-0.0191709, -0.0171236, 0.0435781, -0.0110149, -0.0111438, -0.0913842, 0.0927178, 10.8153, 1537.79, 0
-0.0191659, -0.0171186, 0.0445792, -0.0105595, -0.0106211, -0.091363, 0.0925824, 9.56677, 1538.34, 1.62171
-0.0191617, -0.0171145, 0.0455797, -0.0102733, -0.0102393, -0.0914091, 0.0925527, 10.0631, 1538.85, 0
-0.0191572, -0.0171097, 0.0465803, -0.00980076, -0.00965366, -0.0913537, 0.0923837, 10.0821, 1539.34, 0
-0.0191528, -0.0171055, 0.0475815, -0.00932286, -0.00901229, -0.0911718, 0.0920892, 10.0641, 1539.82, 0
-0.0191484, -0.0171021, 0.0485827, -0.00891761, -0.00860093, -0.0909912, 0.0918309, 9.97895, 1540.29, 0
-0.0191438, -0.0170978, 0.0495837, -0.00850776, -0.0082562, -0.0908301, 0.0916005, 9.94909, 1540.77, 0
-0.0191389, -0.0170941, 0.0505846, -0.0080369, -0.0079118, -0.0906697, 0.0913684, 9.92531, 1541.24, 0
-0.0191342, -0.0170899, 0.0515853, -0.00758772, -0.0074877, -0.090512, 0.0911376, 9.89604, 1541.71, 0
-0.0191295, -0.0170858, 0.0525858, -0.00716977, -0.00710064, -0.0903464, 0.0909081, 9.88299, 1542.17, 0
-0.0191251, -0.0170816, 0.0535862, -0.00675565, -0.00677156, -0.0901751, 0.090681, 9.86126, 1542.62, 0
-0.0191211, -0.0170779, 0.0545864, -0.00642546, -0.0065289, -0.0900355, 0.0905003, 9.76997, 1543.05, 0
-0.0191171, -0.0170746, 0.0555866, -0.00610371, -0.00627162, -0.0899018, 0.0903268, 9.6336, 1543.49, 0
-0.0191133, -0.0170709, 0.0565871, -0.00585305, -0.00593568, -0.0896492, 0.090036, 9.63631, 1543.92, 0
-0.0191098, -0.0170676, 0.0575877, -0.00570361, -0.00554354, -0.089295, 0.0896485, 9.74427, 1544.35, 0
-0.019107, -0.0170652, 0.0585878, -0.0057292, -0.00573177, -0.0894914, 0.0898576, 9.77763, 1544.75, 0.605937
-0.0191037, -0.0170633, 0.0595882, -0.00543836, -0.00618887, -0.0895493, 0.0899275, 10.657, 1545.15, 0
-0.0191014, -0.0170614, 0.0605891, -0.00559753, -0.00625, -0.0893239, 0.089717, 10.6477, 1545.52, 0
-0.0190994, -0.0170594, 0.0615891, -0.00568677, -0.00590765, -0.0891714, 0.0895477, 9.31738, 1545.87, 0
-0.0190971, -0.0170571, 0.0625901, -0.00571746, -0.00551599, -0.0887392, 0.0890941, 9.45265, 1546.24, 0
-0.0190949, -0.0170552, 0.0635916, -0.00589479, -0.00584472, -0.0885215, 0.0889099, 9.71472, 1546.63, 0
-0.0190923, -0.0170528, 0.0645922, -0.00568696, -0.00556967, -0.0884653, 0.0888227, 9.8173, 1547.05, 0
-0.0190891, -0.0170508, 0.0655931, -0.00535015, -0.00519808, -0.0881839, 0.0884988, 9.80628, 1547.48, 0
-0.0190865, -0.0170483, 0.0665941, -0.00518758, -0.00498032, -0.0878695, 0.0881633, 9.83157, 1547.92, 0
-0.0190842, -0.0170464, 0.067595, -0.00513146, -0.00480907, -0.087602, 0.0878838, 9.90545, 1548.35, 0
-0.0190814, -0.0170446, 0.0685956, -0.00507555, -0.00466556, -0.0873448, 0.0876165, 10.0473, 1548.79, 0
-0.0190785, -0.017043, 0.0695959, -0.00495802, -0.00455148, -0.0871229, 0.0873825, 10.1405, 1549.25, 0
-0.0190758, -0.0170412, 0.0705962, -0.0048798, -0.00457564, -0.08695, 0.0872069, 10.1723, 1549.71, 0
-0.0190731, -0.0170397, 0.0715964, -0.00477935, -0.00457371, -0.086799, 0.0870508, 10.0927, 1550.18, 0
-0.0190705, -0.0170381, 0.0725965, -0.00466327, -0.00451901, -0.086642, 0.086885, 10.0973, 1550.62, 0
