x,y,z,v_x,v_y,v_z,|U|,acc,rho,pressure
-0.0191425, -0.0191425, 0.0615349, -0.0117914, -0.0117928, -0.09388, 0.0953497, 9.48041, 1616.28, 0
-0.019138, -0.019138, 0.0625349, -0.0113651, -0.0113676, -0.0938772, 0.0952434, 9.48031, 1617.25, 0
-0.0191334, -0.0191334, 0.0635349, -0.0109391, -0.0109418, -0.0938711, 0.0951376, 9.47898, 1618.22, 0
-0.0191288, -0.0191288, 0.0645349, -0.010512, -0.0105147, -0.0938622, 0.0950325, 9.4764, 1619.19, 0
-0.0191244, -0.0191244, 0.065535, -0.0100826, -0.0100852, -0.093851, 0.0949282, 9.47265, 1620.16, 0
-0.0191197, -0.0191197, 0.066535, -0.00965001, -0.00965266, -0.0938383, 0.0948257, 9.4681, 1621.13, 0
-0.019115, -0.019115, 0.067535, -0.00921391, -0.00921673, -0.0938248, 0.0947255, 9.46281, 1622.09, 0
-0.0191106, -0.0191106, 0.068535, -0.00877496, -0.00877804, -0.0938104, 0.094628, 9.45714, 1623.04, 0
-0.019106, -0.019106, 0.0695351, -0.00833431, -0.00833762, -0.0937945, 0.0945324, 9.45095, 1623.98, 0
-0.0191014, -0.0191014, 0.0705351, -0.00789324, -0.0078966, -0.093774, 0.0944363, 9.44353, 1624.91, 0
-0.0190969, -0.019097, 0.0715352, -0.00745178, -0.0074549, -0.0937439, 0.0943346, 9.43306, 1625.81, 0
-0.0190924, -0.0190924, 0.0725353, -0.00700776, -0.00701026, -0.0936979, 0.0942208, 9.41729, 1626.68, 0
-0.0190877, -0.0190877, 0.0735354, -0.00655694, -0.00655863, -0.0936287, 0.0940869, 9.39335, 1627.52, 0
-0.019083, -0.019083, 0.0745356, -0.00609395, -0.00609495, -0.0935284, 0.0939247, 9.35947, 1628.3, 0
-0.0190784, -0.0190784, 0.0755358, -0.00561312, -0.00561394, -0.0933885, 0.0937253, 9.31489, 1629.03, 0
-0.0190737, -0.0190737, 0.0765362, -0.00510983, -0.00511128, -0.093201, 0.0934808, 9.26132, 1629.7, 0
-0.019069, -0.019069, 0.0775367, -0.00458282, -0.00458582, -0.0929592, 0.093185, 9.20272, 1630.31, 0
-0.0190641, -0.0190642, 0.0785373, -0.00403734, -0.00404257, -0.09266, 0.0928359, 9.14453, 1630.88, 0
-0.0190593, -0.0190593, 0.0795383, -0.00349252, -0.00349989, -0.0923069, 0.0924392, 9.08959, 1631.41, 0
-0.0190544, -0.0190544, 0.0805394, -0.0030002, -0.00300841, -0.0919083, 0.0920065, 9.03261, 1631.94, 0
-0.0190497, -0.0190498, 0.0815408, -0.00267057, -0.00267795, -0.0914661, 0.0915442, 8.95625, 1632.46, 0
-0.0190462, -0.0190462, 0.0825423, -0.00273619, -0.00274126, -0.0909412, 0.0910236, 8.83736, 1632.98, 0
-0.0190462, -0.0190462, 0.0835442, -0.00370693, -0.0037085, -0.0901384, 0.0902907, 8.68334, 1633.48, 0
-0.0190496, -0.0190496, 0.0845469, -0.0050311, -0.00503262, -0.0889699, 0.0892541, 8.5467, 1634.08, 0
-0.0190513, -0.0190513, 0.0855497, -0.00525974, -0.00526318, -0.0878233, 0.0881379, 8.42874, 1634.91, 0
-0.0190517, -0.0190518, 0.0865513, -0.00505106, -0.00505787, -0.0874989, 0.0877904, 8.33395, 1635.76, 0
-0.0190547, -0.0190547, 0.0875525, -0.00549525, -0.00550739, -0.0879522, 0.0882956, 8.371, 1636.33, 0
-0.0190531, -0.0190532, 0.0885636, -0.00686071, -0.00687529, -0.0886651, 0.0891955, 8.42996, 1636.63, 0
-0.019208, -0.0181723, 0.010309, -0.0179875, -0.0180622, -0.114905, 0.117699, 9.6835, 1557.58, 0
-0.0192314, -0.0181812, 0.0113357, -0.0178068, -0.017885, -0.114836, 0.117576, 9.69003, 1557.06, 0
-0.0192481, -0.0181987, 0.0123498, -0.0179055, -0.0180362, -0.114681, 0.117463, 9.71773, 1556.38, 0
-0.0192666, -0.0182178, 0.0133662, -0.0184556, -0.0186499, -0.114308, 0.117281, 9.78607, 1555.61, 0
-0.019285, -0.0182357, 0.0143856, -0.0194013, -0.0196627, -0.113619, 0.116928, 9.90024, 1554.93, 0
-0.0193009, -0.0182513, 0.0154062, -0.0205892, -0.0209103, -0.112578, 0.11634, 10.0459, 1554.49, 0
-0.0193134, -0.0182638, 0.0164265, -0.0218546, -0.0222224, -0.111222, 0.115507, 10.1985, 1554.43, 0
-0.0193228, -0.0182734, 0.0174454, -0.0230724, -0.0234713, -0.109635, 0.114469, 10.3348, 1554.86, 0
-0.0193295, -0.0182803, 0.0184621, -0.0241673, -0.0245818, -0.107919, 0.113291, 10.4393, 1555.81, 0
-0.0193339, -0.018285, 0.0194764, -0.0251042, -0.0255194, -0.10617, 0.112042, 10.5051, 1557.26, 0
-0.0193364, -0.0182879, 0.0204885, -0.025872, -0.0262759, -0.104467, 0.110784, 10.5313, 1559.18, 0
-0.0193373, -0.0182892, 0.0214985, -0.0264735, -0.026857, -0.102869, 0.109563, 10.5216, 1561.48, 0
-0.0193369, -0.0182893, 0.0225065, -0.0269179, -0.027275, -0.101414, 0.108412, 10.4816, 1564.08, 0
-0.0193356, -0.0182884, 0.023513, -0.0272177, -0.0275457, -0.100122, 0.10735, 10.4183, 1566.89, 0
-0.0193334, -0.0182866, 0.024518, -0.0273874, -0.0276856, -0.0990003, 0.106384, 10.3389, 1569.81, 0
-0.0193306, -0.0182842, 0.0255219, -0.0274417, -0.0277115, -0.0980452, 0.105517, 10.25, 1572.77, 0
-0.0193271, -0.0182813, 0.0265249, -0.027396, -0.0276396, -0.0972456, 0.104743, 10.1576, 1575.69, 0
-0.0193233, -0.018278, 0.0275272, -0.0272642, -0.0274849, -0.0965859, 0.104056, 10.066, 1578.52, 0
-0.0193193, -0.0182745, 0.0285289, -0.0270601, -0.0272613, -0.096048, 0.103444, 9.97871, 1581.2, 0
-0.0193149, -0.0182704, 0.0295302, -0.0267957, -0.0269808, -0.0956129, 0.102897, 9.89779, 1583.7, 0
-0.0193104, -0.0182665, 0.0305312, -0.0264812, -0.0266529, -0.0952623, 0.102404, 9.82415, 1586.01, 0
-0.0193057, -0.0182624, 0.031532, -0.0261246, -0.0262853, -0.0949792, 0.101953, 9.75844, 1588.11, 0
-0.019301, -0.0182581, 0.0325326, -0.0257322, -0.0258836, -0.0947492, 0.101536, 9.70027, 1590, 0
-0.0192962, -0.0182537, 0.033533, -0.0253084, -0.0254514, -0.0945607, 0.101144, 9.64937, 1591.7, 0
-0.0192913, -0.0182493, 0.0345333, -0.0248568, -0.0249916, -0.0944049, 0.100771, 9.60472, 1593.21, 0
-0.0192863, -0.0182447, 0.0355336, -0.0243807, -0.0245069, -0.0942757, 0.100414, 9.56586, 1594.55, 0
-0.0192812, -0.0182402, 0.0365338, -0.0238839, -0.024, -0.0941685, 0.100071, 9.53162, 1595.74, 0
-0.0192762, -0.0182353, 0.037534, -0.0233703, -0.0234744, -0.0940806, 0.0997415, 9.50123, 1596.79, 0
-0.019271, -0.0182308, 0.0385342, -0.022844, -0.022933, -0.0940094, 0.099426, 9.47402, 1597.72, 0
-0.019266, -0.0182262, 0.0395343, -0.0223087, -0.0223787, -0.0939533, 0.0991248, 9.45008, 1598.56, 0
-0.0192609, -0.0182214, 0.0405343, -0.0217679, -0.0218143, -0.093912, 0.0988391, 9.42985, 1599.32, 0
-0.0192558, -0.0182167, 0.0415344, -0.0212253, -0.0212444, -0.0938855, 0.0985714, 9.41415, 1600.01, 0
-0.0192507, -0.018212, 0.0425344, -0.0206853, -0.0206764, -0.0938732, 0.0983238, 9.40352, 1600.66, 0
-0.0192456, -0.0182074, 0.0435344, -0.0201521, -0.0201183, -0.0938724, 0.0980963, 9.39805, 1601.3, 0
-0.0192406, -0.0182027, 0.0445344, -0.0196283, -0.0195743, -0.0938786, 0.0978857, 9.39724, 1601.92, 0
-0.0192356, -0.0181981, 0.0455344, -0.019114, -0.0190448, -0.0938879, 0.0976882, 9.39958, 1602.55, 0
-0.0192306, -0.0181936, 0.0465344, -0.0186086, -0.018528, -0.0938976, 0.0975004, 9.40371, 1603.2, 0
-0.0192257, -0.018189, 0.0475344, -0.0181114, -0.0180214, -0.0939066, 0.0973203, 9.40849, 1603.88, 0
-0.0192207, -0.0181843, 0.0485344, -0.0176222, -0.0175225, -0.0939146, 0.097147, 9.41334, 1604.58, 0
-0.0192157, -0.0181799, 0.0495344, -0.0171405, -0.0170297, -0.0939217, 0.0969798, 9.41804, 1605.3, 0
-0.0192107, -0.0181753, 0.0505344, -0.0166658, -0.0165423, -0.0939283, 0.096819, 9.42247, 1606.06, 0
-0.0192057, -0.0181707, 0.0515344, -0.0161975, -0.0160608, -0.0939345, 0.0966644, 9.42664, 1606.84, 0
-0.0192009, -0.0181662, 0.0525344, -0.0157343, -0.0155862, -0.0939401, 0.0965155, 9.43053, 1607.65, 0
-0.019196, -0.0181617, 0.0535344, -0.0152748, -0.0151185, -0.0939449, 0.0963718, 9.43427, 1608.48, 0
-0.0191911, -0.0181571, 0.0545344, -0.0148171, -0.0146577, -0.093949, 0.0962331, 9.4377, 1609.34, 0
-0.019186, -0.0181527, 0.0555344, -0.01436, -0.0142039, -0.0939535, 0.0961, 9.4408, 1610.21, 0
-0.0191812, -0.0181481, 0.0565344, -0.0139047, -0.0137575, -0.0939592, 0.0959737, 9.44347, 1611.11, 0
-0.0191763, -0.0181437, 0.0575343, -0.013454, -0.0133189, -0.0939664, 0.0958545, 9.44594, 1612.02, 0
-0.0191714, -0.0181393, 0.0585343, -0.0130101, -0.0128874, -0.0939739, 0.0957415, 9.4483, 1612.95, 0
-0.0191665, -0.0181348, 0.0595343, -0.0125734, -0.0124612, -0.09398, 0.0956327, 9.45039, 1613.9, 0
-0.0191618, -0.0181303, 0.0605343, -0.0121426, -0.0120385, -0.0939834, 0.0955262, 9.45201, 1614.86, 0
-0.0191569, -0.0181259, 0.0615343, -0.0117156, -0.0116178, -0.0939835, 0.0954208, 9.45285, 1615.83, 0
-0.019152, -0.0181215, 0.0625344, -0.0112907, -0.0111979, -0.0939801, 0.0953159, 9.45271, 1616.81, 0
-0.0191472, -0.018117, 0.0635344, -0.0108661, -0.0107777, -0.0939734, 0.0952115, 9.45149, 1617.8, 0
-0.0191423, -0.0181126, 0.0645344, -0.0104403, -0.010356, -0.093964, 0.0951077, 9.44915, 1618.78, 0
-0.0191375, -0.0181082, 0.0655344, -0.0100122, -0.00993164, -0.0939523, 0.0950048, 9.44581, 1619.77, 0
-0.0191326, -0.0181037, 0.0665345, -0.00958102, -0.0095036, -0.0939389, 0.0949033, 9.44171, 1620.75, 0
-0.0191278, -0.0180991, 0.0675345, -0.00914626, -0.0090715, -0.0939246, 0.0948039, 9.43684, 1621.73, 0
-0.0191229, -0.0180948, 0.0685345, -0.00870854, -0.00863603, -0.0939096, 0.0947071, 9.43154, 1622.7, 0
-0.0191181, -0.0180901, 0.0695346, -0.00826917, -0.00819882, -0.0938933, 0.0946126, 9.42597, 1623.66, 0
-0.0191132, -0.0180856, 0.0705346, -0.0078296, -0.0077624, -0.0938729, 0.0945181, 9.41936, 1624.6, 0
-0.0191084, -0.0180812, 0.0715347, -0.00739013, -0.00732781, -0.0938432, 0.0944186, 9.41022, 1625.52, 0
-0.0191035, -0.0180767, 0.0725348, -0.00694873, -0.00689316, -0.0937972, 0.0943065, 9.39582, 1626.4, 0
-0.0190986, -0.0180722, 0.0735349, -0.00650121, -0.0064541, -0.0937264, 0.094173, 9.3734, 1627.25, 0
-0.0190937, -0.0180676, 0.0745351, -0.00604218, -0.0060051, -0.0936215, 0.0940083, 9.34134, 1628.05, 0
-0.0190888, -0.018063, 0.0755355, -0.00556623, -0.00554028, -0.0934723, 0.0938016, 9.29922, 1628.79, 0
-0.0190838, -0.0180584, 0.0765359, -0.00506921, -0.00505479, -0.093268, 0.0935423, 9.24854, 1629.47, 0
-0.0190788, -0.0180536, 0.0775364, -0.00455021, -0.00454808, -0.0929975, 0.0932197, 9.19206, 1630.09, 0
-0.0190737, -0.0180489, 0.0785373, -0.00401392, -0.00402723, -0.0926486, 0.092823, 9.13282, 1630.66, 0
-0.0190686, -0.0180441, 0.0795385, -0.00347787, -0.00351485, -0.0922076, 0.0923401, 9.07327, 1631.2, 0
-0.0190633, -0.0180395, 0.0805402, -0.00299318, -0.00307116, -0.0916503, 0.0917506, 9.01343, 1631.72, 0
-0.0190584, -0.0180351, 0.0815426, -0.00267222, -0.00281092, -0.0909283, 0.0910109, 8.94961, 1632.24, 0
-0.0190546, -0.0180317, 0.0825459, -0.00276863, -0.00296224, -0.0899409, 0.0900323, 8.88112, 1632.75, 0
-0.0190546, -0.0180317, 0.0835504, -0.00388271, -0.00390234, -0.0885907, 0.0887615, 8.82909, 1633.28, 0
-0.0190576, -0.0180355, 0.0845547, -0.00504902, -0.00509749, -0.0872738, 0.0875682, 8.81414, 1633.93, 0
-0.0190584, -0.0180375, 0.0855575, -0.00517306, -0.00520269, -0.0863561, 0.0866672, 8.76502, 1634.75, 0
-0.0190578, -0.0180383, 0.0865587, -0.00495908, -0.00494739, -0.086069, 0.0863536, 8.67502, 1635.53, 0
-0.0190618, -0.0180407, 0.0875595, -0.00520515, -0.00523475, -0.086422, 0.0867368, 8.6278, 1636.08, 0
-0.019058, -0.018041, 0.0885723, -0.00652485, -0.00643068, -0.0869517, 0.087433, 8.56562, 1636.33, 0
-0.0192268, -0.0171645, 0.010291, -0.0182746, -0.0181195, -0.115215, 0.118054, 9.63335, 1556.69, 0
-0.0192504, -0.0171683, 0.0113169, -0.0180371, -0.017825, -0.115144, 0.117903, 9.637, 1556.15, 0
-0.0192891, -0.0171848, 0.0123324, -0.0180748, -0.0179599, -0.114969, 0.117758, 9.66392, 1555.45, 0
-0.0193105, -0.0172032, 0.013353, -0.0186047, -0.0185863, -0.114556, 0.117536, 9.73387, 1554.64, 0
-0.0193313, -0.017221, 0.014376, -0.0195644, -0.0196249, -0.113822, 0.117147, 9.84911, 1553.91, 0
-0.0193487, -0.0172366, 0.0153993, -0.0207874, -0.0209018, -0.112748, 0.116538, 9.99435, 1553.42, 0
-0.0193622, -0.0172495, 0.0164214, -0.0220949, -0.0222431, -0.111379, 0.115708, 10.1459, 1553.33, 0
-0.0193723, -0.0172595, 0.0174414, -0.023353, -0.0235186, -0.109797, 0.11469, 10.2817, 1553.72, 0
-0.0193793, -0.0172669, 0.0184591, -0.0244834, -0.0246508, -0.108097, 0.113543, 10.3878, 1554.64, 0
-0.0193838, -0.0172721, 0.0194741, -0.0254506, -0.0256043, -0.106369, 0.112328, 10.4577, 1556.07, 0
-0.0193862, -0.0172753, 0.0204867, -0.0262448, -0.0263708, -0.104686, 0.1111, 10.4904, 1557.96, 0
-0.0193868, -0.017277, 0.0214971, -0.0268694, -0.0269566, -0.103102, 0.109903, 10.489, 1560.25, 0
-0.0193861, -0.0172775, 0.0225055, -0.0273341, -0.0273753, -0.101654, 0.108766, 10.4583, 1562.84, 0
-0.0193843, -0.0172768, 0.0235123, -0.0276515, -0.0276438, -0.100362, 0.107709, 10.4047, 1565.65, 0
-0.0193816, -0.0172754, 0.0245176, -0.0278358, -0.0277799, -0.099233, 0.106741, 10.3345, 1568.59, 0
-0.0193782, -0.0172732, 0.0255218, -0.0279017, -0.0278014, -0.0982651, 0.105865, 10.2541, 1571.56, 0
-0.0193741, -0.0172705, 0.026525, -0.0278642, -0.027725, -0.0974486, 0.105078, 10.1687, 1574.51, 0
-0.0193696, -0.0172675, 0.0275275, -0.0277378, -0.0275664, -0.096769, 0.104372, 10.083, 1577.36, 0
-0.0193648, -0.0172641, 0.0285294, -0.0275362, -0.0273396, -0.0962093, 0.10374, 10.0002, 1580.07, 0
-0.0193598, -0.0172605, 0.0295308, -0.0272717, -0.0270564, -0.0957512, 0.10317, 9.92261, 1582.6, 0
-0.0193545, -0.0172567, 0.0305319, -0.0269549, -0.0267262, -0.095377, 0.102653, 9.85149, 1584.94, 0
-0.0193492, -0.0172526, 0.0315328, -0.0265942, -0.0263561, -0.09507, 0.102177, 9.78745, 1587.08, 0
-0.0193435, -0.0172486, 0.0325335, -0.026196, -0.0259507, -0.0948161, 0.101734, 9.73053, 1589.01, 0
-0.0193379, -0.0172443, 0.033534, -0.025765, -0.0255131, -0.0946036, 0.101314, 9.68041, 1590.74, 0
-0.0193321, -0.01724, 0.0345345, -0.025305, -0.0250453, -0.0944239, 0.100913, 9.63642, 1592.28, 0
-0.0193264, -0.0172356, 0.0355348, -0.0248198, -0.0245494, -0.094271, 0.100527, 9.59772, 1593.65, 0
-0.0193206, -0.0172311, 0.0365352, -0.0243141, -0.0240279, -0.0941405, 0.100155, 9.56332, 1594.85, 0
-0.0193147, -0.0172265, 0.0375354, -0.0237926, -0.0234838, -0.0940291, 0.099795, 9.53225, 1595.93, 0
-0.0193089, -0.0172219, 0.0385356, -0.0232602, -0.0229196, -0.0939342, 0.0994483, 9.50397, 1596.88, 0
-0.0193031, -0.0172173, 0.0395358, -0.0227212, -0.0223368, -0.0938541, 0.0991149, 9.47818, 1597.72, 0
-0.0192972, -0.0172125, 0.0405359, -0.0221791, -0.0217363, -0.093789, 0.0987966, 9.45539, 1598.49, 0
-0.0192913, -0.0172079, 0.0415359, -0.0216367, -0.0211232, -0.0937411, 0.0984973, 9.43623, 1599.18, 0
-0.0192854, -0.0172032, 0.042536, -0.0210969, -0.0205093, -0.0937116, 0.0982221, 9.42077, 1599.84, 0
-0.0192796, -0.0171985, 0.043536, -0.0205627, -0.0199092, -0.0936978, 0.0979718, 9.40975, 1600.47, 0
-0.0192737, -0.017194, 0.044536, -0.0200354, -0.0193303, -0.0936941, 0.0977428, 9.40304, 1601.09, 0
-0.019268, -0.0171895, 0.045536, -0.0195154, -0.0187727, -0.093695, 0.0975296, 9.39974, 1601.73, 0
-0.0192621, -0.017185, 0.046536, -0.0190022, -0.018233, -0.0936974, 0.097328, 9.3986, 1602.38, 0
-0.0192564, -0.0171805, 0.047536, -0.0184955, -0.0177074, -0.0936995, 0.0971351, 9.39855, 1603.05, 0
-0.0192508, -0.0171761, 0.048536, -0.0179953, -0.0171916, -0.0937009, 0.0969497, 9.39937, 1603.76, 0
-0.0192452, -0.0171716, 0.0495361, -0.0175017, -0.0166827, -0.0937024, 0.0967717, 9.40094, 1604.49, 0
-0.0192395, -0.0171672, 0.0505361, -0.0170145, -0.01618, -0.0937048, 0.0966016, 9.40302, 1605.25, 0
-0.0192337, -0.0171628, 0.0515361, -0.0165334, -0.0156849, -0.0937083, 0.0964397, 9.40538, 1606.04, 0
-0.019228, -0.0171584, 0.0525361, -0.0160575, -0.0151993, -0.0937124, 0.0962854, 9.40785, 1606.86, 0
-0.0192222, -0.017154, 0.0535361, -0.0155856, -0.0147237, -0.0937162, 0.0961376, 9.4105, 1607.7, 0
-0.0192165, -0.0171496, 0.0545361, -0.0151164, -0.0142575, -0.0937195, 0.0959955, 9.41308, 1608.56, 0
-0.019211, -0.0171453, 0.0555361, -0.0146492, -0.0138002, -0.0937231, 0.0958596, 9.41531, 1609.45, 0
-0.0192052, -0.017141, 0.0565361, -0.0141855, -0.013352, -0.0937279, 0.095731, 9.4171, 1610.36, 0
-0.0191995, -0.0171367, 0.057536, -0.0137272, -0.0129141, -0.093734, 0.09561, 9.41852, 1611.29, 0
-0.0191939, -0.0171324, 0.058536, -0.0132754, -0.012486, -0.09374, 0.0954952, 9.41989, 1612.24, 0
-0.0191884, -0.0171281, 0.059536, -0.0128299, -0.0120656, -0.0937444, 0.0953845, 9.42111, 1613.21, 0
-0.0191828, -0.0171238, 0.060536, -0.0123893, -0.0116505, -0.0937461, 0.0952762, 9.42227, 1614.18, 0
-0.0191771, -0.0171196, 0.0615361, -0.0119518, -0.0112389, -0.0937445, 0.0951693, 9.4228, 1615.18, 0
-0.0191714, -0.0171154, 0.0625361, -0.0115157, -0.0108291, -0.0937396, 0.0950631, 9.42276, 1616.18, 0
-0.019166, -0.0171111, 0.0635361, -0.0110797, -0.0104197, -0.0937314, 0.0949573, 9.422, 1617.18, 0
-0.0191604, -0.0171068, 0.0645361, -0.0106427, -0.0100089, -0.0937203, 0.0948522, 9.42037, 1618.2, 0
-0.0191548, -0.0171025, 0.0655362, -0.0102035, -0.00959521, -0.0937069, 0.0947479, 9.4179, 1619.21, 0
-0.0191493, -0.0170982, 0.0665362, -0.00976135, -0.0091769, -0.0936916, 0.0946447, 9.41443, 1620.22, 0
-0.0191436, -0.0170939, 0.0675363, -0.00931583, -0.00875284, -0.0936756, 0.0945437, 9.4102, 1621.22, 0
-0.019138, -0.0170896, 0.0685363, -0.00886731, -0.00832343, -0.0936598, 0.0944461, 9.40538, 1622.21, 0
-0.0191324, -0.0170853, 0.0695363, -0.00841729, -0.00789164, -0.0936443, 0.0943524, 9.40065, 1623.19, 0
-0.0191269, -0.0170809, 0.0705364, -0.00796767, -0.00746262, -0.0936266, 0.0942609, 9.39599, 1624.16, 0
-0.0191213, -0.0170766, 0.0715364, -0.00751931, -0.00704026, -0.0936005, 0.0941656, 9.38972, 1625.1, 0
-0.0191157, -0.0170723, 0.0725366, -0.00707071, -0.00662335, -0.0935566, 0.094057, 9.37845, 1626.01, 0
-0.0191101, -0.017068, 0.0735367, -0.00661809, -0.00620624, -0.0934843, 0.0939236, 9.35881, 1626.88, 0
